estimate_year,index,DC_001,MD_009,MD_017,MD_021,MD_031,MD_033,VA_013,VA_043,VA_047,VA_059,VA_061,VA_107,VA_153,VA_157,VA_177,VA_179,VA_187,VA_510,VA_600,VA_610,VA_630,VA_683,VA_685,WV_037
2008-2012,B02001_2_white_alone,239413,72392,75096,193183,560968,188843,149199,12805,36090,691090,57199,220871,242288,6857,92339,92277,34487,89211,16371,9533,16220,27524,8849,47187
2008-2012,B02001_3_black_or_african_american_alone,309263,12187,59877,20261,167316,555713,17742,799,7027,99298,5393,23431,80814,372,19432,22393,1477,30599,1079,634,5850,5410,1876,3342
2008-2012,B02001_4_american_indian_and_alaska_native_alone,2143,179,1320,948,3282,2526,824,49,69,4623,32,630,1400,33,378,740,121,552,137,8,102,18,93,45
2008-2012,B02001_5_asian_alone,21440,1114,4832,9129,136409,35833,20085,140,746,190824,896,46369,30258,9,2954,3419,262,8462,3578,1212,624,1495,1098,745
2008-2012,B02001_6_native_hawaiian_and_other_pacific_islander_alone,312,0,35,136,221,441,142,0,66,934,20,107,359,0,193,168,42,143,32,0,3,0,0,0
2008-2012,B02001_7_some_other_race_alone,20652,704,1295,4426,70481,59409,13954,131,1322,53010,363,12007,29503,37,5081,6150,182,5992,776,602,1434,1851,1579,627
2008-2012,B02001_8_two_or_more_races,12536,2198,4652,6185,36147,22678,7131,219,1574,43991,1592,11565,19389,132,2477,4299,996,5378,739,311,699,1645,914,1599
2008-2012,B02001_9_two_races_including_some_other_race,1635,61,380,787,7496,3937,1696,28,243,8597,123,1701,2798,45,263,819,30,1041,53,17,36,486,299,171
2008-2012,"B02001_10_two_races_excluding_some_other_race,_and_three_or_more_races",10901,2137,4272,5398,28651,18741,5435,191,1331,35394,1469,9864,16591,87,2214,3480,966,4337,686,294,663,1159,615,1428
2008-2012,B11001_1_total,261192,30916,50845,85559,357579,302683,92992,5580,15826,388452,23031,104195,129643,3276,41380,41204,14349,64729,8519,4857,9705,12011,4277,19824
2008-2012,B11001_2_family_households,109643,23470,37970,61941,244586,199652,41738,4069,11841,275386,17150,80849,100266,2162,33054,33418,9907,30415,5854,3073,4896,8891,3249,13939
2008-2012,B11001_3_married-couple_family,58132,18599,27395,49734,190711,117854,33442,3459,9382,226475,14221,68060,77536,1861,25585,27373,7697,22758,4818,2577,3065,6509,2312,11136
2008-2012,B11001_4_other_family,51511,4871,10575,12207,53875,81798,8296,610,2459,48911,2929,12789,22730,301,7469,6045,2210,7657,1036,496,1831,2382,937,2803
2008-2012,"B11001_5_male_householder,_no_wife_present",9470,1457,2495,3547,13816,20187,2709,191,698,14675,930,3873,6783,119,2021,1847,654,2120,401,119,363,766,183,795
2008-2012,"B11001_6_female_householder,_no_husband_present",42041,3414,8080,8660,40059,61611,5587,419,1761,34236,1999,8916,15947,182,5448,4198,1556,5537,635,377,1468,1616,754,2008
2008-2012,B11001_7_nonfamily_households,151549,7446,12875,23618,112993,103031,51254,1511,3985,113066,5881,23346,29377,1114,8326,7786,4442,34314,2665,1784,4809,3120,1028,5885
2008-2012,B11001_8_householder_living_alone,121307,6255,10794,18956,92197,83726,37857,1051,3234,90121,4770,18290,22909,907,6687,6337,3387,28299,1773,1555,3902,2541,862,4486
2008-2012,B11001_9_householder_not_living_alone,30242,1191,2081,4662,20796,19305,13397,460,751,22945,1111,5056,6468,207,1639,1449,1055,6015,892,229,907,579,166,1399
2008-2012,B15002_1_total,417432,58491,95518,155400,667634,559319,156384,10090,31288,737351,44318,200381,252907,5541,78618,79969,25441,106444,15909,8342,14399,23306,8868,35617
2008-2012,B15002_2_male,195790,28114,44726,74819,311322,257969,78006,4973,15631,357387,21490,97247,123129,2672,37497,39261,12499,50762,7487,3842,6793,11498,4297,17413
2008-2012,B15002_3_no_schooling_completed,2612,128,154,537,3764,3971,1030,23,155,3968,131,916,1333,0,208,168,97,381,54,0,30,206,98,133
2008-2012,B15002_4_nursery_to_4th_grade,1816,62,242,143,3283,5023,572,0,82,2880,57,427,1031,27,42,38,36,566,9,0,73,391,14,75
2008-2012,B15002_5_5th_and_6th_grade,2423,149,235,806,5616,8662,690,35,266,5171,238,1108,2594,39,250,211,147,666,80,63,8,497,318,275
2008-2012,B15002_6_7th_and_8th_grade,3419,439,497,856,3197,4729,751,124,722,3739,368,764,1839,180,716,498,412,561,22,17,82,264,115,625
2008-2012,B15002_7_9th_grade,3367,345,547,767,3408,6427,509,103,357,3778,206,734,2307,105,461,538,325,666,36,54,86,114,189,390
2008-2012,B15002_8_10th_grade,3563,596,607,1192,2403,4121,545,93,753,2489,400,644,2129,79,1007,613,378,409,18,9,62,232,24,639
2008-2012,B15002_9_11th_grade,4830,511,1179,1122,2696,5737,648,153,476,2973,251,636,1672,78,1104,916,361,639,66,19,146,186,124,464
2008-2012,"B15002_10_12th_grade,_no_diploma",2966,394,666,1005,4343,4982,774,48,330,4685,314,815,1732,21,517,535,196,471,160,6,113,281,82,109
2008-2012,"B15002_11_high_school_graduate,_ged,_or_alternative",36774,9243,14248,19715,40726,73595,6596,1402,5274,42854,5908,12769,26090,711,11910,9829,4775,6188,869,206,2176,3207,1213,5456
2008-2012,"B15002_12_some_college,_less_than_1_year",5886,2111,3588,4662,10658,13973,1450,412,1054,11186,1799,3691,6568,172,2650,2457,924,1658,225,99,425,559,270,866
2008-2012,"B15002_13_some_college,_1_or_more_years,_no_degree",20384,4529,8092,10325,34360,41424,5141,770,1684,39182,3099,11201,19936,242,4850,5773,1266,5506,1133,263,978,1781,673,2238
2008-2012,B15002_14_associate's_degree,5176,1517,3007,4755,12907,13829,2784,287,1090,15568,1506,5012,8300,82,2444,2560,803,2176,550,81,309,637,291,1047
2008-2012,B15002_15_bachelor's_degree,45079,4547,7386,17595,80468,42236,26197,881,2122,104659,4057,33749,26750,442,6841,8422,1800,14968,2056,1170,1123,1981,651,3377
2008-2012,B15002_16_master's_degree,30586,2625,3382,7857,52544,20156,18695,361,900,78487,2241,19765,16542,237,3268,5598,674,10444,1614,1255,916,879,187,1073
2008-2012,B15002_17_professional_school_degree,18134,465,397,1500,25849,4173,7880,204,239,20518,552,2960,2450,133,747,620,178,3618,364,424,146,178,23,314
2008-2012,B15002_18_doctorate_degree,8775,453,499,1982,25100,4931,3744,77,127,15250,363,2056,1856,124,482,485,127,1845,231,176,120,105,25,332
2008-2012,B15002_19_female,221642,30377,50792,80581,356312,301350,78378,5117,15657,379964,22828,103134,129778,2869,41121,40708,12942,55682,8422,4500,7606,11808,4571,18204
2008-2012,B15002_20_no_schooling_completed,2602,148,241,564,4650,4246,1315,27,138,4795,19,948,1800,0,288,220,221,370,30,56,2,257,48,122
2008-2012,B15002_21_nursery_to_4th_grade,1764,5,192,181,3570,3662,504,0,54,2890,53,517,845,17,183,78,23,313,113,9,87,171,26,32
2008-2012,B15002_22_5th_and_6th_grade,2377,115,263,889,5068,6002,574,23,260,6082,80,1279,2230,42,266,88,101,714,112,50,81,493,174,123
2008-2012,B15002_23_7th_and_8th_grade,3062,222,542,857,3570,4810,806,89,440,4062,490,956,1698,116,582,274,393,645,12,6,157,324,152,339
2008-2012,B15002_24_9th_grade,3155,148,293,626,3347,4383,450,39,268,3415,266,693,1909,32,703,559,247,431,40,0,100,149,125,396
2008-2012,B15002_25_10th_grade,4318,313,757,1222,3166,4100,640,139,456,3080,497,842,1700,140,620,482,392,658,86,11,139,186,143,451
2008-2012,B15002_26_11th_grade,6241,601,1149,1160,2766,5479,614,108,245,2488,374,703,1774,95,1215,535,421,724,196,0,248,223,116,524
2008-2012,"B15002_27_12th_grade,_no_diploma",3521,337,494,827,4967,4472,858,80,152,5394,262,1159,1581,19,526,529,115,672,152,9,162,164,39,206
2008-2012,"B15002_28_high_school_graduate,_ged,_or_alternative",42800,9837,15208,20811,53609,78986,7586,1449,5187,55462,6437,15191,28253,782,12404,10784,4948,7240,1304,679,2139,3073,1360,5906
2008-2012,"B15002_29_some_college,_less_than_1_year",8319,2634,4655,5809,14913,18546,1939,329,1432,14903,1853,4632,9152,163,3172,3036,979,2269,400,122,498,923,254,1322
2008-2012,"B15002_30_some_college,_1_or_more_years,_no_degree",25278,4104,9045,11173,39148,53448,5140,804,2092,44603,3474,12262,20840,384,6337,6921,1753,5548,1155,394,1020,1579,577,2612
2008-2012,B15002_31_associate's_degree,7030,2767,4200,7163,21592,19509,3047,409,1345,22639,2054,6527,10208,123,3354,3954,859,2582,624,117,482,915,490,1357
2008-2012,B15002_32_bachelor's_degree,48884,5708,8622,17778,97144,54322,27391,1076,2387,119824,4527,36260,30637,573,7203,8837,1512,17904,2791,1343,1732,2194,674,2691
2008-2012,B15002_33_master's_degree,38694,2719,4324,9199,66505,31252,19546,445,961,69155,1996,17736,14519,246,3689,3817,812,10589,943,1243,642,976,306,1806
2008-2012,B15002_34_professional_school_degree,15973,537,449,1165,17861,4636,5778,64,205,14025,285,2208,1758,49,435,317,96,3644,312,337,45,163,37,208
2008-2012,B15002_35_doctorate_degree,7624,182,358,1157,14436,3497,2190,36,35,7147,161,1221,874,88,144,277,70,1379,152,124,72,18,50,109
2008-2012,B19001_1_total,261192,30916,50845,85559,357579,302683,92992,5580,15826,388452,23031,104195,129643,3276,41380,41204,14349,64729,8519,4857,9705,12011,4277,19824
2008-2012,"B19001_2_less_than_$10,000",27304,739,1955,2767,11651,11579,3108,239,475,8964,653,1394,2964,126,1307,941,800,2366,165,96,1032,585,60,841
2008-2012,"B19001_3_$10,000_to_$14,999",11975,642,973,2220,7403,7327,1843,174,743,5228,515,922,1781,188,1044,693,754,1402,190,68,495,222,220,784
2008-2012,"B19001_4_$15,000_to_$19,999",9726,677,1019,1968,7596,7385,1857,150,683,6690,509,1181,1932,161,1254,729,611,1395,116,65,541,228,62,733
2008-2012,"B19001_5_$20,000_to_$24,999",9771,959,1163,2349,8540,8835,1910,121,587,7047,627,1620,3030,154,1534,816,845,1931,314,54,423,501,64,1063
2008-2012,"B19001_6_$25,000_to_$29,999",9231,517,1107,2614,8697,9568,1874,140,522,7283,724,1076,2889,200,1244,1048,464,1629,165,161,593,428,91,691
2008-2012,"B19001_7_$30,000_to_$34,999",9489,882,1126,3078,9103,12045,1825,192,624,8683,826,1502,3519,105,915,927,494,2106,176,84,472,550,162,1021
2008-2012,"B19001_8_$35,000_to_$39,999",9651,842,1203,2874,10623,10837,2168,178,726,8625,785,1955,3540,192,1500,1257,770,1976,332,113,545,648,100,943
2008-2012,"B19001_9_$40,000_to_$44,999",10683,1009,1540,2731,10685,14309,2375,220,1007,9845,677,2936,3613,135,1525,1315,551,2390,157,135,632,444,203,1000
2008-2012,"B19001_10_$45,000_to_$49,999",8606,809,1399,2674,10613,12010,2001,166,417,9677,841,2150,4126,141,1559,1221,769,2122,300,183,398,270,123,712
2008-2012,"B19001_11_$50,000_to_$59,999",16914,1935,3710,5974,22745,26640,5023,367,1572,21193,1113,4776,8954,313,2904,2732,914,4836,760,172,823,1178,698,1556
2008-2012,"B19001_12_$60,000_to_$74,999",21497,3025,4772,8597,31188,33707,8362,737,1607,31246,2245,7779,11708,309,4384,3656,1693,6533,698,384,840,1449,438,2064
2008-2012,"B19001_13_$75,000_to_$99,999",29172,4578,7593,12668,44451,45920,13125,836,2363,50323,3483,12972,19683,423,6951,6260,2203,8860,925,485,1021,1600,807,3040
2008-2012,"B19001_14_$100,000_to_$124,999",22457,4068,7660,11694,40209,34296,10899,573,1706,45984,3087,13480,15828,201,5140,5081,1286,6976,925,488,716,1102,503,1959
2008-2012,"B19001_15_$125,000_to_$149,999",14978,3311,5183,8036,31079,23619,8450,472,1176,37078,2156,12717,13260,210,3732,4608,857,5230,902,552,404,1265,229,1296
2008-2012,"B19001_16_$150,000_to_$199,999",19794,4273,6296,8742,42665,26688,11686,512,1105,54265,2349,17216,17103,218,4184,5893,844,6556,1039,688,387,860,308,1246
2008-2012,"B19001_17_$200,000_or_more",29944,2650,4146,6573,60331,17918,16486,503,513,76321,2441,20519,15713,200,2203,4027,494,8421,1355,1129,383,681,209,875
2008-2012,B19013_1_median_household_income_in_the_past_12_months_(in_2012_inflation-adjusted_dollars),64267,92395,93063,83706,96985,73568,102459,80186,65567,109383,88687,122068,96160,57837,79402,96355,61693,83996,98563,122844,45951,70634,71810,64314
2008-2012,B25001_1_total,296671,33793,55049,90215,375973,327803,105395,6226,17762,407349,25672,109928,137592,3872,45276,44124,15955,72460,8690,5449,10603,13128,4873,22086
2008-2012,B25003_1_total,261192,30916,50845,85559,357579,302683,92992,5580,15826,388452,23031,104195,129643,3276,41380,41204,14349,64729,8519,4857,9705,12011,4277,19824
2008-2012,B25003_2_owner_occupied,110853,25293,40580,64670,243751,191829,42696,4387,11654,270928,18216,81476,94406,2536,32285,32278,10272,28403,5958,3024,3650,7842,2816,15049
2008-2012,B25003_3_renter_occupied,150339,5623,10265,20889,113828,110854,50296,1193,4172,117524,4815,22719,35237,740,9095,8926,4077,36326,2561,1833,6055,4169,1461,4775
2008-2012,B25024_1_total,296671,33793,55049,90215,375973,327803,105395,6226,17762,407349,25672,109928,137592,3872,45276,44124,15955,72460,8690,5449,10603,13128,4873,22086
2008-2012,"B25024_2_1,_detached",35992,29172,40007,56448,182216,168642,29047,5568,13578,199428,21679,59904,77385,3701,35625,33192,12637,10735,4977,2275,4312,5776,2581,17149
2008-2012,"B25024_3_1,_attached",75976,1923,8688,17896,68403,52399,9877,252,1617,92743,1775,31624,36807,46,3975,5721,1019,16140,1509,769,1210,3877,1400,1319
2008-2012,B25024_4_2,8518,514,369,1469,1773,1785,984,93,95,1429,358,431,584,13,168,148,246,1018,16,35,287,101,8,437
2008-2012,B25024_5_3_or_4,22667,196,980,1460,4616,5771,4008,118,371,4922,217,1036,1494,14,202,345,505,2093,179,61,325,303,9,487
2008-2012,B25024_6_5_to_9,18821,128,1223,2705,19043,23233,6018,78,493,19165,179,3114,3513,10,481,696,333,6569,539,122,735,646,16,535
2008-2012,B25024_7_10_to_19,31865,571,1018,6314,36545,49583,7950,36,563,40192,590,7829,12237,0,828,1472,531,9950,1005,283,1940,1555,261,368
2008-2012,B25024_8_20_to_49,25615,255,911,1269,11653,6011,5208,0,94,13043,207,2425,2164,0,670,849,162,3507,97,171,920,255,197,145
2008-2012,B25024_9_50_or_more,76877,505,960,1702,51069,18789,41930,54,91,33929,235,3121,2344,0,784,436,24,22332,327,1733,849,310,401,172
2008-2012,B25024_10_mobile_home,118,529,856,933,543,1449,362,12,847,2330,432,430,1061,88,2517,1265,498,116,41,0,25,305,0,1474
2008-2012,"B25024_11_boat,_rv,_van,_etc.",222,0,37,19,112,141,11,15,13,168,0,14,3,0,26,0,0,0,0,0,0,0,0,0
2008-2012,B25077_1_median_value_(dollars),443000,368100,320400,316800,455800,289400,577300,348000,265600,480200,363600,448700,330700,417700,264600,309300,231700,475900,465100,645600,323600,247100,233100,223700
2008-2012,B25034_1_total,296671,33793,55049,90215,375973,327803,105395,6226,17762,407349,25672,109928,137592,3872,45276,44124,15955,72460,8690,5449,10603,13128,4873,22086
2008-2012,B25034_2_built_2010_or_later,590,64,562,389,965,924,467,0,37,1123,92,1379,927,9,160,281,87,93,26,10,122,28,0,0
2008-2012,B25034_3_built_2000_to_2009,22470,6183,11584,16714,42624,34765,15782,941,4847,47805,4293,43126,41440,321,10908,12728,2597,7856,817,737,1586,987,1372,4744
2008-2012,B25034_4_built_1990_to_1999,8412,9370,11345,19470,46084,43616,9348,739,2961,62956,3778,31248,24815,629,13851,11301,2691,8255,841,335,728,2306,950,3456
2008-2012,B25034_5_built_1980_to_1989,12149,7251,10977,15242,79821,43679,11993,817,2629,94979,6569,14628,28601,674,9638,8767,2503,7117,568,215,1148,4857,490,3823
2008-2012,B25034_6_built_1970_to_1979,22258,5235,9172,13109,63774,52913,11041,1042,2411,87056,4096,8365,22449,583,6076,5867,2496,13320,1357,964,2278,2218,468,3888
2008-2012,B25034_7_built_1960_to_1969,38083,1917,5493,6721,56463,69960,12837,563,1350,57236,1665,4661,12394,403,1853,2292,1500,12690,2132,997,1704,1609,494,1731
2008-2012,B25034_8_built_1950_to_1959,44628,1170,2298,4805,48436,45428,17830,508,1478,39800,1617,1529,4001,228,1205,1388,1302,8927,2387,1037,966,515,1090,1089
2008-2012,B25034_9_built_1940_to_1949,45311,1087,1534,2455,20077,20432,16710,399,593,10809,448,932,1202,157,629,545,1085,7964,307,683,473,205,0,850
2008-2012,B25034_10_built_1939_or_earlier,102770,1516,2084,11310,17729,16086,9387,1217,1456,5585,3114,4060,1763,868,956,955,1694,6238,255,471,1598,403,9,2505
2008-2012,B25127_1_total,261192,30916,50845,85559,357579,302683,92992,5580,15826,388452,23031,104195,129643,3276,41380,41204,14349,64729,8519,4857,9705,12011,4277,19824
