"statefips","countyfips","cv1","cv3","year","cv5","cv6","cv7","cv59","cv2","cv4","cv58","cv28","cv8","cv9","cv10","cv11","cv12","cv13","cv14","cv15","cv16","cv17","cv18","cv19","cv20","cv21","cv22","cv23","cv24","cv25","cv26","cv27","cv29","name","cv87","cv60"
"51","153",402002,,2010,,,,206983,,,27220,137115,,,,,,,,,,,,,,,,,,,,,,"Prince William County",871276091,0.3722
"51","157",7373,,2010,,,,3535,,,1408,3839,,,,,,,,,,,,,,,,,,,,,,"Rappahannock County",689525028,0.4713
"51","177",122397,,2010,,,,59332,,,12114,45185,,,,,,,,,,,,,,,,,,,,,,"Spotsylvania County",1039870690,0.3774
"51","179",128961,,2010,,,,60629,,,9464,43978,,,,,,,,,,,,,,,,,,,,,,"Stafford County",696591933,0.359
"51","187",37575,,2010,,,,18797,,,4780,16034,,,,,,,,,,,,,,,,,,,,,,"Warren County",552872306,0.4383
"51","510",139966,,2010,,,,86096,,,12806,72376,,,,,,,,,,,,,,,,,,,,,,"Alexandria city",38919733,0.4486
"51","600",22565,,2010,,,,11998,,,3088,8680,,,,,,,,,,,,,,,,,,,,,,"Fairfax city",16159465,0.4037
"51","610",12332,,2010,,,,6782,,,1293,5489,,,,,,,,,,,,,,,,,,,,,,"Falls Church city",5176813,0.4019
"51","630",24286,,2010,,,,11589,,,2413,10467,,,,,,,,,,,,,,,,,,,,,,"Fredericksburg city",27039905,0.4815
"51","683",37821,,2010,,,,19327,,,2607,13123,,,,,,,,,,,,,,,,,,,,,,"Manassas city",25590863,0.4039
"51","685",14273,,2010,,,,7767,,,806,4904,,,,,,,,,,,,,,,,,,,,,,"Manassas Park city",6562394,0.3502
"54","037",53498,,2010,,,,26295,,,6314,22037,,,,,,,,,,,,,,,,,,,,,,"Jefferson County",542951079,0.4155
